instanceid,id,opmode,entityid,observedat,subproperties,unitcode,datasetid,valuetype,text,boolean,number,datetime,compound,geopoint,geomultipoint,geopolygon,geomultipolygon,geolinestring,geomultilinestring,ts
urn:ngsi-ld:attribute:instance:26fae37c-3286-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8439X,2026-04-07 12:00:00,f,MTS,None,Number,,,2.1,,,,,,,,,2026-04-07 13:31:58.616000
urn:ngsi-ld:attribute:instance:26fae41c-3286-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8439X,2026-04-07 12:00:00,f,DD,None,Number,,,114,,,,,,,,,2026-04-07 13:31:58.616000
urn:ngsi-ld:attribute:instance:26fae4c6-3286-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8439X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:31:58.616000
urn:ngsi-ld:attribute:instance:26fae566-3286-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8439X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:31:58.616000
urn:ngsi-ld:attribute:instance:26fc7516-3286-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8446Y,2026-04-07 12:00:00,f,,None,Number,,,39.700806,,,,,,,,,2026-04-07 13:31:58.626000
urn:ngsi-ld:attribute:instance:26fc7624-3286-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8446Y,2026-04-07 12:00:00,f,,None,Number,,,-0.258878,,,,,,,,,2026-04-07 13:31:58.626000
urn:ngsi-ld:attribute:instance:26fc76d8-3286-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8446Y,2026-04-07 12:00:00,f,CEL,None,Number,,,19.7,,,,,,,,,2026-04-07 13:31:58.626000
urn:ngsi-ld:attribute:instance:26fc7778-3286-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8446Y,2026-04-07 12:00:00,f,P1,None,Number,,,61,,,,,,,,,2026-04-07 13:31:58.626000
urn:ngsi-ld:attribute:instance:26fc7818-3286-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8446Y,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:31:58.626000
urn:ngsi-ld:attribute:instance:26fc78c2-3286-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8446Y,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:31:58.626000
urn:ngsi-ld:attribute:instance:26fe02d2-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,,None,Number,,,40.362515,,,,,,,,,2026-04-07 13:31:58.636000
urn:ngsi-ld:attribute:instance:26fe03ea-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,,None,Number,,,-0.454339,,,,,,,,,2026-04-07 13:31:58.636000
urn:ngsi-ld:attribute:instance:26fe049e-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,CEL,None,Number,,,17.2,,,,,,,,,2026-04-07 13:31:58.636000
urn:ngsi-ld:attribute:instance:26fe053e-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,P1,None,Number,,,38,,,,,,,,,2026-04-07 13:31:58.636000
urn:ngsi-ld:attribute:instance:26fe05e8-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,MTS,None,Number,,,4.1,,,,,,,,,2026-04-07 13:31:58.636000
urn:ngsi-ld:attribute:instance:26fe06a6-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,DD,None,Number,,,183,,,,,,,,,2026-04-07 13:31:58.636000
urn:ngsi-ld:attribute:instance:26fe0782-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:31:58.636000
urn:ngsi-ld:attribute:instance:26fe085e-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:31:58.636000
urn:ngsi-ld:attribute:instance:26ff5e7a-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,,None,Number,,,40.433217,,,,,,,,,2026-04-07 13:31:58.645000
urn:ngsi-ld:attribute:instance:26ff5f60-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,,None,Number,,,-0.255675,,,,,,,,,2026-04-07 13:31:58.645000
urn:ngsi-ld:attribute:instance:26ff600a-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,CEL,None,Number,,,18.2,,,,,,,,,2026-04-07 13:31:58.645000
urn:ngsi-ld:attribute:instance:26ff60b4-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,P1,None,Number,,,38,,,,,,,,,2026-04-07 13:31:58.645000
urn:ngsi-ld:attribute:instance:26ff6154-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,HPA,None,Number,,,893.3,,,,,,,,,2026-04-07 13:31:58.645000
urn:ngsi-ld:attribute:instance:26ff61fe-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,MTS,None,Number,,,4.6,,,,,,,,,2026-04-07 13:31:58.645000
urn:ngsi-ld:attribute:instance:26ff63a2-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,DD,None,Number,,,96,,,,,,,,,2026-04-07 13:31:58.645000
urn:ngsi-ld:attribute:instance:26ff6456-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:31:58.645000
urn:ngsi-ld:attribute:instance:26ff6500-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:31:58.645000
urn:ngsi-ld:attribute:instance:2700aa14-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,,None,Number,,,39.95728,,,,,,,,,2026-04-07 13:31:58.654000
urn:ngsi-ld:attribute:instance:2700ab36-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,,None,Number,,,-0.071967,,,,,,,,,2026-04-07 13:31:58.654000
urn:ngsi-ld:attribute:instance:2700abf4-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,CEL,None,Number,,,21,,,,,,,,,2026-04-07 13:31:58.654000
urn:ngsi-ld:attribute:instance:2700aca8-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,P1,None,Number,,,39,,,,,,,,,2026-04-07 13:31:58.654000
urn:ngsi-ld:attribute:instance:2700ad52-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,HPA,None,Number,,,1015.2,,,,,,,,,2026-04-07 13:31:58.654000
urn:ngsi-ld:attribute:instance:2700adfc-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,MTS,None,Number,,,3.4,,,,,,,,,2026-04-07 13:31:58.654000
urn:ngsi-ld:attribute:instance:2700aea6-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,DD,None,Number,,,103,,,,,,,,,2026-04-07 13:31:58.654000
urn:ngsi-ld:attribute:instance:2700b068-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:31:58.654000
urn:ngsi-ld:attribute:instance:2700b13a-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:31:58.654000
urn:ngsi-ld:attribute:instance:27022cb8-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8503Y,2026-04-07 12:00:00,f,,None,Number,,,40.2113,,,,,,,,,2026-04-07 13:31:58.662000
urn:ngsi-ld:attribute:instance:27022dee-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8503Y,2026-04-07 12:00:00,f,,None,Number,,,0.18354,,,,,,,,,2026-04-07 13:31:58.662000
urn:ngsi-ld:attribute:instance:27022e98-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8503Y,2026-04-07 12:00:00,f,CEL,None,Number,,,20.8,,,,,,,,,2026-04-07 13:31:58.662000
urn:ngsi-ld:attribute:instance:27022f42-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8503Y,2026-04-07 12:00:00,f,P1,None,Number,,,50,,,,,,,,,2026-04-07 13:31:58.662000
urn:ngsi-ld:attribute:instance:27022fe2-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8503Y,2026-04-07 12:00:00,f,MTS,None,Number,,,2.6,,,,,,,,,2026-04-07 13:31:58.662000
urn:ngsi-ld:attribute:instance:27023096-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8503Y,2026-04-07 12:00:00,f,DD,None,Number,,,196,,,,,,,,,2026-04-07 13:31:58.662000
urn:ngsi-ld:attribute:instance:27023172-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8503Y,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:31:58.662000
urn:ngsi-ld:attribute:instance:2702324e-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8503Y,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:31:58.662000
urn:ngsi-ld:attribute:instance:270392c4-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,,None,Number,,,40.798426,,,,,,,,,2026-04-07 13:31:58.672000
urn:ngsi-ld:attribute:instance:270393be-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,,None,Number,,,-0.315396,,,,,,,,,2026-04-07 13:31:58.672000
urn:ngsi-ld:attribute:instance:27039468-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,CEL,None,Number,,,23.1,,,,,,,,,2026-04-07 13:31:58.672000
urn:ngsi-ld:attribute:instance:27039512-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,P1,None,Number,,,27,,,,,,,,,2026-04-07 13:31:58.672000
urn:ngsi-ld:attribute:instance:270395d0-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,MTS,None,Number,,,2.7,,,,,,,,,2026-04-07 13:31:58.672000
urn:ngsi-ld:attribute:instance:270397ce-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,DD,None,Number,,,64,,,,,,,,,2026-04-07 13:31:58.672000
urn:ngsi-ld:attribute:instance:270398a0-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:31:58.672000
urn:ngsi-ld:attribute:instance:2703994a-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:31:58.672000
urn:ngsi-ld:attribute:instance:2704e9da-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,,None,Number,,,40.621663,,,,,,,,,2026-04-07 13:31:58.681000
urn:ngsi-ld:attribute:instance:2704eaca-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,,None,Number,,,-0.101819,,,,,,,,,2026-04-07 13:31:58.681000
urn:ngsi-ld:attribute:instance:2704eb7e-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,CEL,None,Number,,,18.5,,,,,,,,,2026-04-07 13:31:58.681000
urn:ngsi-ld:attribute:instance:2704ec28-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,P1,None,Number,,,42,,,,,,,,,2026-04-07 13:31:58.681000
urn:ngsi-ld:attribute:instance:2704ecd2-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,MTS,None,Number,,,5.6,,,,,,,,,2026-04-07 13:31:58.681000
urn:ngsi-ld:attribute:instance:2704ed7c-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,DD,None,Number,,,97,,,,,,,,,2026-04-07 13:31:58.681000
urn:ngsi-ld:attribute:instance:2704ee26-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:31:58.681000
urn:ngsi-ld:attribute:instance:2704eed0-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:31:58.681000
urn:ngsi-ld:attribute:instance:27068c2c-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,,None,Number,,,40.498608,,,,,,,,,2026-04-07 13:31:58.692000
urn:ngsi-ld:attribute:instance:27068d08-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,,None,Number,,,-0.186663,,,,,,,,,2026-04-07 13:31:58.692000
urn:ngsi-ld:attribute:instance:27068db2-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,CEL,None,Number,,,17.2,,,,,,,,,2026-04-07 13:31:58.692000
urn:ngsi-ld:attribute:instance:27068e5c-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,P1,None,Number,,,36,,,,,,,,,2026-04-07 13:31:58.692000
urn:ngsi-ld:attribute:instance:27068f06-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,HPA,None,Number,,,882.9,,,,,,,,,2026-04-07 13:31:58.692000
urn:ngsi-ld:attribute:instance:27068fb0-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,MTS,None,Number,,,6.4,,,,,,,,,2026-04-07 13:31:58.692000
urn:ngsi-ld:attribute:instance:2706905a-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,DD,None,Number,,,104,,,,,,,,,2026-04-07 13:31:58.692000
urn:ngsi-ld:attribute:instance:270690fa-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:31:58.692000
urn:ngsi-ld:attribute:instance:270691a4-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:31:58.692000
urn:ngsi-ld:attribute:instance:27081a38-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,,None,Number,,,40.820278,,,,,,,,,2026-04-07 13:31:58.702000
urn:ngsi-ld:attribute:instance:27081b32-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,,None,Number,,,0.493333,,,,,,,,,2026-04-07 13:31:58.702000
urn:ngsi-ld:attribute:instance:27081be6-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,CEL,None,Number,,,24.1,,,,,,,,,2026-04-07 13:31:58.702000
urn:ngsi-ld:attribute:instance:27081c86-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,P1,None,Number,,,25,,,,,,,,,2026-04-07 13:31:58.702000
urn:ngsi-ld:attribute:instance:27081d30-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,HPA,None,Number,,,1016,,,,,,,,,2026-04-07 13:31:58.702000
urn:ngsi-ld:attribute:instance:27081e16-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,MTS,None,Number,,,3.3,,,,,,,,,2026-04-07 13:31:58.702000
urn:ngsi-ld:attribute:instance:27081efc-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,DD,None,Number,,,132,,,,,,,,,2026-04-07 13:31:58.702000
urn:ngsi-ld:attribute:instance:2708200a-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:31:58.702000
urn:ngsi-ld:attribute:instance:270820d2-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:31:58.702000
urn:ngsi-ld:attribute:instance:2709856c-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 13:00:00,f,,None,Number,,,38.784167,,,,,,,,,2026-04-07 13:31:58.711000
urn:ngsi-ld:attribute:instance:2709865c-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 13:00:00,f,,None,Number,,,0.166667,,,,,,,,,2026-04-07 13:31:58.711000
urn:ngsi-ld:attribute:instance:27098710-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 13:00:00,f,CEL,None,Number,,,18.8,,,,,,,,,2026-04-07 13:31:58.711000
urn:ngsi-ld:attribute:instance:270987ba-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 13:00:00,f,P1,None,Number,,,60,,,,,,,,,2026-04-07 13:31:58.711000
urn:ngsi-ld:attribute:instance:27098864-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 13:00:00,f,HPA,None,Number,,,1019.1,,,,,,,,,2026-04-07 13:31:58.711000
urn:ngsi-ld:attribute:instance:2709890e-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 13:00:00,f,MTS,None,Number,,,3.5,,,,,,,,,2026-04-07 13:31:58.711000
urn:ngsi-ld:attribute:instance:270989ae-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 13:00:00,f,DD,None,Number,,,341,,,,,,,,,2026-04-07 13:31:58.711000
urn:ngsi-ld:attribute:instance:27098a58-3286-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 13:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:31:58.711000
